time,src,dst,protocol,length
1784851885.8713386,192.168.8.138,62.182.85.45,6,54
1784851887.5731962,192.168.8.138,38.134.110.236,6,66
1784851887.5731962,192.168.8.138,38.134.110.236,6,66
1784851887.8221524,192.168.8.138,38.134.110.236,6,66
1784851887.9261048,192.168.8.138,69.173.158.64,6,107
1784851887.9261048,192.168.8.138,69.173.158.64,6,54
1784851887.9994135,69.173.158.64,192.168.8.138,6,54
1784851887.9994135,192.168.8.138,69.173.158.64,6,54
1784851888.0154614,69.173.158.64,192.168.8.138,6,54
1784851888.01696,192.168.8.138,69.173.158.64,6,54
1784851888.0608854,69.173.158.64,192.168.8.138,6,54
1784851889.6645262,192.168.8.138,34.107.243.93,6,93
1784851889.6655266,192.168.8.138,172.64.146.215,6,93
1784851889.666243,192.168.8.138,34.100.218.43,6,100
1784851889.666243,192.168.8.138,34.102.169.172,6,93
1784851889.6673782,192.168.8.138,4.243.157.198,6,100
1784851889.6673782,192.168.8.138,34.120.250.63,6,93
1784851889.6673782,192.168.8.138,34.111.211.209,6,93
1784851889.668377,192.168.8.138,72.28.123.110,6,93
1784851889.668377,192.168.8.138,18.138.149.254,6,93
1784851889.6694279,192.168.8.138,140.248.130.133,6,100
1784851889.6694279,192.168.8.138,34.120.208.123,6,93
1784851889.670427,192.168.8.138,52.76.204.161,6,93
1784851889.6708927,192.168.8.138,47.131.32.186,6,93
1784851889.6708927,192.168.8.138,142.250.143.154,6,93
1784851889.6715195,192.168.8.138,23.211.142.112,6,78
1784851889.6715195,192.168.8.138,23.211.142.112,6,54
1784851889.6715195,192.168.8.138,23.211.142.112,6,78
1784851889.6715195,192.168.8.138,23.211.142.112,6,54
1784851889.6725645,192.168.8.138,23.211.142.112,6,78
1784851889.6725645,192.168.8.138,23.211.142.112,6,54
1784851889.6730251,192.168.8.138,23.211.142.112,6,78
1784851889.6730251,192.168.8.138,23.211.142.112,6,54
1784851889.6735494,192.168.8.138,23.211.142.112,6,78
1784851889.6744716,192.168.8.138,23.211.142.112,6,54
1784851889.675088,192.168.8.138,23.211.142.112,6,78
1784851889.675088,192.168.8.138,23.211.142.112,6,54
1784851889.6758986,192.168.8.138,69.173.158.64,6,78
1784851889.6758986,192.168.8.138,69.173.158.64,6,54
1784851889.6758986,192.168.8.138,69.173.158.64,6,107
1784851889.6758986,192.168.8.138,69.173.158.64,6,54
1784851889.6769345,192.168.8.138,34.120.250.63,17,82
1784851889.6769345,192.168.8.138,172.64.146.215,17,92
1784851889.6769345,192.168.8.138,142.250.143.154,17,80
1784851889.680019,192.168.8.138,34.100.218.43,6,85
1784851889.680019,192.168.8.138,34.100.218.43,6,54
1784851889.6813033,192.168.8.138,4.243.157.198,6,85
1784851889.6813033,192.168.8.138,4.243.157.198,6,54
1784851889.68209,192.168.8.138,140.248.130.133,6,85
1784851889.68209,192.168.8.138,140.248.130.133,6,54
1784851889.68209,192.168.8.138,34.120.250.63,6,78
1784851889.68209,192.168.8.138,34.120.250.63,6,54
1784851889.6833608,192.168.8.138,172.64.146.215,6,78
1784851889.6833608,192.168.8.138,172.64.146.215,6,54
1784851889.6833608,192.168.8.138,142.250.143.154,6,78
1784851889.6833608,192.168.8.138,142.250.143.154,6,54
1784851889.6843626,192.168.8.138,18.138.149.254,6,78
1784851889.6843626,192.168.8.138,18.138.149.254,6,54
1784851889.6853573,192.168.8.138,52.76.204.161,6,78
1784851889.6853573,192.168.8.138,52.76.204.161,6,54
1784851889.686924,192.168.8.138,47.131.32.186,6,78
1784851889.686924,192.168.8.138,47.131.32.186,6,54
1784851889.686924,192.168.8.138,34.102.169.172,6,78
1784851889.6885502,192.168.8.138,34.102.169.172,6,54
1784851889.6885502,192.168.8.138,34.111.211.209,6,78
1784851889.6885502,192.168.8.138,34.111.211.209,6,54
1784851889.6885502,192.168.8.138,72.28.123.110,6,78
1784851889.6885502,192.168.8.138,72.28.123.110,6,54
1784851889.6895726,192.168.8.138,34.120.208.123,6,78
1784851889.6895726,192.168.8.138,34.120.208.123,6,54
1784851889.6895726,192.168.8.138,34.107.243.93,6,78
1784851889.6905642,192.168.8.138,34.107.243.93,6,54
1784851889.7147624,172.64.146.215,192.168.8.138,6,54
1784851889.75027,172.64.146.215,192.168.8.138,6,54
1784851889.75027,192.168.8.138,172.64.146.215,6,54
1784851889.7522995,34.100.218.43,192.168.8.138,6,100
1784851889.7522995,192.168.8.138,34.100.218.43,6,54
1784851889.7543135,34.107.243.93,192.168.8.138,6,54
1784851889.7543135,172.64.146.215,192.168.8.138,6,54
1784851889.7543135,192.168.8.138,172.64.146.215,6,54
1784851889.7563224,34.102.169.172,192.168.8.138,6,54
1784851889.7563224,34.111.211.209,192.168.8.138,6,54
1784851889.7563224,34.120.250.63,192.168.8.138,6,54
1784851889.7601373,34.102.169.172,192.168.8.138,6,54
1784851889.7601373,34.111.211.209,192.168.8.138,6,54
1784851889.7611337,192.168.8.138,34.102.169.172,6,54
1784851889.7611337,192.168.8.138,34.111.211.209,6,54
1784851889.7615194,142.250.143.154,192.168.8.138,6,54
1784851889.7615194,192.168.8.138,142.250.143.154,6,54
1784851889.7633708,34.120.250.63,192.168.8.138,6,54
1784851889.7633708,192.168.8.138,34.120.250.63,6,54
1784851889.7643845,34.107.243.93,192.168.8.138,6,54
1784851889.7643845,192.168.8.138,34.107.243.93,6,54
1784851889.7666473,34.120.208.123,192.168.8.138,6,54
1784851889.7666473,192.168.8.138,34.120.208.123,6,54
1784851889.7666473,34.100.218.43,192.168.8.138,6,85
1784851889.7686608,34.100.218.43,192.168.8.138,6,54
1784851889.7716122,34.102.169.172,192.168.8.138,6,54
1784851889.7716122,34.111.211.209,192.168.8.138,6,54
1784851889.7716122,142.250.143.154,192.168.8.138,6,54
1784851889.7727308,142.250.143.154,192.168.8.138,6,54
1784851889.7727308,192.168.8.138,34.102.169.172,6,54
1784851889.7732928,192.168.8.138,34.111.211.209,6,54
1784851889.7732928,192.168.8.138,142.250.143.154,6,54
1784851889.7732928,192.168.8.138,142.250.143.154,6,54
1784851889.7732928,142.250.143.154,192.168.8.138,6,54
1784851889.7732928,34.120.250.63,192.168.8.138,6,54
1784851889.7732928,34.107.243.93,192.168.8.138,6,54
1784851889.7732928,34.107.243.93,192.168.8.138,6,54
1784851889.7732928,34.120.208.123,192.168.8.138,6,54
1784851889.7732928,192.168.8.138,34.120.250.63,6,54
1784851889.7732928,192.168.8.138,34.107.243.93,6,54
1784851889.7752986,192.168.8.138,34.120.208.123,6,54
1784851889.7752986,34.120.208.123,192.168.8.138,6,54
1784851889.7752986,192.168.8.138,34.120.208.123,6,54
1784851889.7752986,34.120.208.123,192.168.8.138,6,54
1784851889.7781322,140.248.130.133,192.168.8.138,6,85
1784851889.7791226,192.168.8.138,140.248.130.133,6,54
1784851889.779685,140.248.130.133,192.168.8.138,6,54
1784851889.779685,18.138.149.254,192.168.8.138,6,54
1784851889.7804136,192.168.8.138,18.138.149.254,6,54
1784851889.7804136,52.76.204.161,192.168.8.138,6,54
1784851889.7804136,192.168.8.138,52.76.204.161,6,54
1784851889.781422,69.173.158.64,192.168.8.138,6,54
1784851889.7819304,192.168.8.138,69.173.158.64,6,54
1784851889.7819304,69.173.158.64,192.168.8.138,6,54
1784851889.7819304,192.168.8.138,69.173.158.64,6,54
1784851889.7819304,47.131.32.186,192.168.8.138,6,54
1784851889.7829406,192.168.8.138,47.131.32.186,6,54
1784851889.7829406,172.64.146.215,192.168.8.138,6,54
1784851889.7949057,140.248.130.133,192.168.8.138,6,54
1784851889.7949057,140.248.130.133,192.168.8.138,6,54
1784851889.7949057,140.248.130.133,192.168.8.138,6,54
1784851889.7949057,69.173.158.64,192.168.8.138,6,54
1784851889.7949057,52.76.204.161,192.168.8.138,6,54
1784851889.7949057,18.138.149.254,192.168.8.138,6,54
1784851889.7949057,69.173.158.64,192.168.8.138,6,54
1784851889.7949057,47.131.32.186,192.168.8.138,6,54
1784851889.7949057,47.131.32.186,192.168.8.138,6,54
1784851889.7949057,192.168.8.138,69.173.158.64,6,54
1784851889.7969117,192.168.8.138,52.76.204.161,6,54
1784851889.7969117,192.168.8.138,18.138.149.254,6,54
1784851889.7969117,192.168.8.138,69.173.158.64,6,54
1784851889.7969117,192.168.8.138,47.131.32.186,6,54
1784851889.7969117,23.211.142.112,192.168.8.138,6,78
1784851889.7978852,192.168.8.138,23.211.142.112,6,54
1784851889.7978852,23.211.142.112,192.168.8.138,6,54
1784851889.7978852,23.211.142.112,192.168.8.138,6,78
1784851889.798569,192.168.8.138,23.211.142.112,6,54
1784851889.798569,23.211.142.112,192.168.8.138,6,54
1784851889.798569,23.211.142.112,192.168.8.138,6,78
1784851889.798569,192.168.8.138,23.211.142.112,6,54
1784851889.7997756,23.211.142.112,192.168.8.138,6,54
1784851889.7997756,23.211.142.112,192.168.8.138,6,78
1784851889.7997756,192.168.8.138,23.211.142.112,6,54
1784851889.7997756,23.211.142.112,192.168.8.138,6,78
1784851889.7997756,23.211.142.112,192.168.8.138,6,54
1784851889.800817,192.168.8.138,23.211.142.112,6,54
1784851889.8011634,23.211.142.112,192.168.8.138,6,54
1784851889.8104734,23.211.142.112,192.168.8.138,6,78
1784851889.8104734,23.211.142.112,192.168.8.138,6,54
1784851889.8104734,192.168.8.138,23.211.142.112,6,54
1784851889.8293962,4.243.157.198,192.168.8.138,6,54
1784851889.8293962,192.168.8.138,4.243.157.198,6,54
1784851889.843607,34.102.169.172,192.168.8.138,6,54
1784851889.844607,34.111.211.209,192.168.8.138,6,54
1784851889.844607,34.120.250.63,192.168.8.138,6,54
1784851889.844607,4.243.157.198,192.168.8.138,6,54
1784851889.844607,192.168.8.138,4.243.157.198,6,54
1784851889.8556466,69.173.158.64,192.168.8.138,6,54
1784851889.8556466,18.138.149.254,192.168.8.138,6,54
1784851889.8556466,52.76.204.161,192.168.8.138,6,54
1784851889.8566785,69.173.158.64,192.168.8.138,6,54
1784851889.9436803,72.28.123.110,192.168.8.138,6,78
1784851889.9436803,192.168.8.138,72.28.123.110,6,54
1784851889.944731,72.28.123.110,192.168.8.138,6,54
1784851889.9795163,4.243.157.198,192.168.8.138,6,54
1784851893.7736437,192.168.8.138,20.42.65.84,6,55
1784851894.0692997,20.42.65.84,192.168.8.138,6,66
1784851894.7642274,72.145.35.103,192.168.8.138,6,54
1784851895.5751014,192.168.8.138,38.134.110.236,6,66
1784851895.5754206,192.168.8.138,38.134.110.236,6,66
1784851895.824932,192.168.8.138,38.134.110.236,6,66
1784851897.5899985,62.182.85.45,192.168.8.138,6,430
1784851897.6405315,192.168.8.138,62.182.85.45,6,54
1784851897.84187,140.82.113.26,192.168.8.138,6,80
1784851897.84187,192.168.8.138,140.82.113.26,6,84
1784851898.1216693,140.82.113.26,192.168.8.138,6,54
1784851901.5795963,192.168.8.138,38.134.110.235,6,66
1784851901.5795963,192.168.8.138,38.134.110.235,6,66
1784851901.8268943,192.168.8.138,38.134.110.235,6,66
1784851902.5847645,192.168.8.138,38.134.110.235,6,66
1784851902.5856194,192.168.8.138,38.134.110.235,6,66
1784851902.831741,192.168.8.138,38.134.110.235,6,66
1784851903.1459618,62.182.85.45,192.168.8.138,6,430
1784851903.1950383,192.168.8.138,62.182.85.45,6,54
1784851903.4680357,62.182.85.45,192.168.8.138,6,430
1784851903.520939,192.168.8.138,62.182.85.45,6,54
1784851904.5861278,192.168.8.138,38.134.110.235,6,66
1784851904.5861278,192.168.8.138,38.134.110.235,6,66
1784851904.8327932,192.168.8.138,38.134.110.235,6,66
1784851906.7801502,0.0.0.0,224.0.0.1,2,46
1784851908.589226,192.168.8.138,38.134.110.235,6,66
1784851908.589226,192.168.8.138,38.134.110.235,6,66
1784851908.81786,62.182.85.45,192.168.8.138,6,430
1784851908.8344197,192.168.8.138,38.134.110.235,6,66
1784851908.8717604,192.168.8.138,62.182.85.45,6,54
1784851909.8499703,192.168.8.138,224.0.0.251,2,46
1784851910.8613987,62.182.85.45,192.168.8.138,6,430
1784851910.9036567,192.168.8.138,62.182.85.45,6,54
1784851912.1259167,62.182.85.45,192.168.8.138,6,430
1784851912.1673255,192.168.8.138,62.182.85.45,6,54
1784851914.1087263,62.182.85.45,192.168.8.138,6,430
1784851914.162845,192.168.8.138,62.182.85.45,6,54
1784851914.345877,192.168.8.138,224.0.0.252,2,46
1784851915.3491814,192.168.8.138,239.255.255.250,2,46
1784851916.5959735,192.168.8.138,38.134.110.235,6,66
1784851916.5959735,192.168.8.138,38.134.110.235,6,66
1784851916.8386738,192.168.8.138,38.134.110.235,6,66
1784851920.0918703,62.182.85.45,192.168.8.138,6,430
1784851920.1410859,192.168.8.138,62.182.85.45,6,54
1784851920.822311,62.182.85.45,192.168.8.138,6,430
1784851920.8662329,192.168.8.138,62.182.85.45,6,54
1784851921.0176249,140.82.112.22,192.168.8.138,6,471
1784851926.2476027,192.168.8.138,192.168.8.255,17,110
1784851926.2476027,192.168.8.138,192.168.8.255,17,110
1784851926.2476027,192.168.8.138,192.168.8.255,17,110
1784851926.2707615,192.168.8.138,224.0.0.251,2,46
1784851926.3502188,192.168.8.138,239.255.255.250,2,46
1784851926.3524516,192.168.8.138,224.0.0.252,2,46
1784851926.3524516,192.168.8.138,224.0.0.251,2,46
1784851926.3644996,192.168.8.138,224.0.0.2,2,46
1784851926.4056492,0.0.0.0,255.255.255.255,17,365
1784851926.4097958,192.168.8.1,255.255.255.255,17,354
1784851926.4414365,192.168.8.138,224.0.0.251,2,46
1784851926.8506942,192.168.8.138,239.255.255.250,2,46
1784851926.8506942,192.168.8.138,224.0.0.251,2,46
1784851926.9657555,192.168.8.138,224.0.0.2,2,46
1784851926.982492,192.168.8.138,224.0.0.252,2,46
1784851926.982492,192.168.8.138,224.0.0.252,17,75
1784851927.0027647,192.168.8.138,192.168.8.255,17,110
1784851927.0027647,192.168.8.138,192.168.8.255,17,110
1784851927.0027647,192.168.8.138,192.168.8.255,17,110
1784851927.036027,192.168.8.138,72.145.35.100,6,66
1784851927.0596476,192.168.8.138,125.214.166.83,6,66
1784851927.0748565,192.168.8.138,140.248.129.91,6,66
1784851927.0933893,125.214.166.83,192.168.8.138,6,66
1784851927.0933893,192.168.8.138,125.214.166.83,6,54
1784851927.0933893,192.168.8.138,125.214.166.83,6,208
1784851927.1363192,140.248.129.91,192.168.8.138,6,66
1784851927.1363192,192.168.8.138,140.248.129.91,6,54
1784851927.1373208,192.168.8.138,140.248.129.91,6,374
1784851927.1757357,192.168.8.138,239.255.255.250,17,179
1784851927.2523205,72.145.35.100,192.168.8.138,6,66
1784851927.2523205,192.168.8.138,72.145.35.100,6,54
1784851927.2523205,192.168.8.138,72.145.35.100,6,269
1784851927.3044977,192.168.8.138,20.205.243.166,6,66
1784851927.3223624,192.168.8.138,140.248.129.91,6,66
1784851927.3495288,192.168.8.138,224.0.0.252,2,46
1784851927.3505654,192.168.8.138,125.214.166.83,6,208
1784851927.3700278,20.205.243.166,192.168.8.138,6,66
1784851927.3710437,192.168.8.138,20.205.243.166,6,54
1784851927.3733563,192.168.8.138,20.205.243.166,6,511
1784851927.384833,140.248.129.91,192.168.8.138,6,66
1784851927.3858385,192.168.8.138,140.248.129.91,6,54
1784851927.3858385,192.168.8.138,140.248.129.91,6,357
1784851927.3960226,192.168.8.138,224.0.0.252,17,75
1784851927.4332452,192.168.8.138,140.248.129.91,6,374
1784851927.4480438,192.168.8.138,224.0.0.251,17,93
1784851927.6543853,192.168.8.138,125.214.166.83,6,208
1784851927.6562083,192.168.8.138,224.0.0.251,17,93
1784851927.6562083,192.168.8.138,4.145.79.82,6,66
1784851927.664885,192.168.8.138,140.82.112.26,6,66
1784851927.6718252,192.168.8.138,20.205.243.166,6,511
1784851927.6857142,192.168.8.138,140.248.129.91,6,357
1784851927.730746,4.145.79.82,192.168.8.138,6,66
1784851927.7327592,192.168.8.138,4.145.79.82,6,54
1784851927.735279,192.168.8.138,4.145.79.82,6,232
1784851927.735279,192.168.8.138,140.248.129.91,6,374
1784851927.735279,192.168.8.138,224.0.0.251,17,93
1784851927.7406816,192.168.8.138,239.255.255.250,17,212
1784851927.7595444,192.168.8.138,192.168.8.255,17,110
1784851927.7595444,192.168.8.138,192.168.8.255,17,110
1784851927.7605462,192.168.8.138,224.0.0.251,17,371
1784851927.7615585,192.168.8.138,192.168.8.255,17,110
1784851927.7757647,192.168.8.138,20.247.184.142,6,66
1784851927.7901402,192.168.8.138,72.145.35.100,6,269
1784851927.8347023,20.247.184.142,192.168.8.138,6,66
1784851927.8357127,192.168.8.138,20.247.184.142,6,54
1784851927.8380084,192.168.8.138,20.247.184.142,6,530
1784851927.8759081,4.145.79.82,192.168.8.138,6,1454
1784851927.8762496,4.145.79.82,192.168.8.138,6,114
1784851927.8762496,4.145.79.82,192.168.8.138,6,1454
1784851927.8762496,4.145.79.82,192.168.8.138,6,114
1784851927.8772585,4.145.79.82,192.168.8.138,6,1454
1784851927.8772585,4.145.79.82,192.168.8.138,6,114
1784851927.8772585,4.145.79.82,192.168.8.138,6,1454
1784851927.8772585,4.145.79.82,192.168.8.138,6,114
1784851927.8782578,192.168.8.138,4.145.79.82,6,54
1784851927.8931167,140.82.112.26,192.168.8.138,6,66
1784851927.8931167,192.168.8.138,140.82.112.26,6,54
1784851927.8931167,192.168.8.138,140.82.112.26,6,1454
1784851927.8946636,192.168.8.138,140.82.112.26,6,724
1784851927.9070272,20.247.184.142,192.168.8.138,6,1454
1784851927.9070272,20.247.184.142,192.168.8.138,6,1454
1784851927.9070272,20.247.184.142,192.168.8.138,6,1454
1784851927.9070272,20.247.184.142,192.168.8.138,6,1454
1784851927.9107113,192.168.8.138,20.247.184.142,6,54
1784851927.9107113,20.247.184.142,192.168.8.138,6,1454
1784851927.9117317,20.247.184.142,192.168.8.138,6,1454
1784851927.9117317,192.168.8.138,20.247.184.142,6,54
1784851927.9117317,20.247.184.142,192.168.8.138,6,1258
1784851927.9249606,20.247.184.142,192.168.8.138,6,54
1784851927.9249606,192.168.8.138,20.247.184.142,6,54
1784851927.9269693,192.168.8.138,20.247.184.142,6,180
1784851927.9339554,4.145.79.82,192.168.8.138,6,441
1784851927.937902,192.168.8.138,4.145.79.82,6,212
1784851927.987202,192.168.8.138,140.248.129.91,6,357
1784851927.987202,192.168.8.138,20.205.243.166,6,511
1784851927.988302,20.247.184.142,192.168.8.138,6,328
1784851927.9893134,20.247.184.142,192.168.8.138,6,123
1784851927.9893134,192.168.8.138,20.247.184.142,6,54
1784851927.9906948,192.168.8.138,20.247.184.142,6,141
1784851927.9906948,192.168.8.138,20.247.184.142,6,1454
1784851927.9906948,192.168.8.138,20.247.184.142,6,388
1784851927.9906948,192.168.8.138,20.247.184.142,6,92
1784851927.9906948,192.168.8.138,20.247.184.142,6,1454
1784851927.9906948,192.168.8.138,20.247.184.142,6,959
1784851928.0080574,4.145.79.82,192.168.8.138,6,105
1784851928.015048,192.168.8.138,4.145.79.82,6,446
1784851928.0160553,192.168.8.138,4.145.79.82,6,1454
1784851928.0160553,192.168.8.138,4.145.79.82,6,67
1784851928.0160553,192.168.8.138,4.145.79.82,6,320
1784851928.0665371,20.247.184.142,192.168.8.138,6,92
1784851928.0744116,20.247.184.142,192.168.8.138,6,96
1784851928.0744116,192.168.8.138,20.247.184.142,6,54
1784851928.0815368,4.145.79.82,192.168.8.138,6,332
1784851928.0843778,4.145.79.82,192.168.8.138,6,155
1784851928.0843778,192.168.8.138,4.145.79.82,6,54
1784851928.0853896,4.145.79.82,192.168.8.138,6,232
1784851928.0877044,20.247.184.142,192.168.8.138,6,54
1784851928.0886872,20.247.184.142,192.168.8.138,6,54
1784851928.0886872,4.145.79.82,192.168.8.138,6,54
1784851928.0886872,4.145.79.82,192.168.8.138,6,54
1784851928.0896971,20.247.184.142,192.168.8.138,6,54
1784851928.0896971,192.168.8.138,20.247.184.142,6,54
1784851928.0902483,192.168.8.138,20.247.184.142,6,54
1784851928.0902483,192.168.8.138,4.145.79.82,6,54
1784851928.0902483,192.168.8.138,4.145.79.82,6,54
1784851928.1013227,20.247.184.142,192.168.8.138,6,1454
1784851928.1013227,20.247.184.142,192.168.8.138,6,1454
1784851928.1013227,20.247.184.142,192.168.8.138,6,1454
1784851928.1044478,20.247.184.142,192.168.8.138,6,699
1784851928.1044478,192.168.8.138,20.247.184.142,6,54
1784851928.1044478,20.247.184.142,192.168.8.138,6,92
1784851928.1054702,192.168.8.138,20.247.184.142,6,54
1784851928.1064615,192.168.8.138,4.145.79.82,6,278
1784851928.134022,192.168.8.138,4.145.79.82,6,316
1784851928.161426,20.247.184.142,192.168.8.138,6,54
1784851928.161426,192.168.8.138,20.247.184.142,6,54
1784851928.1676831,4.145.79.82,192.168.8.138,6,154
1784851928.2028515,4.145.79.82,192.168.8.138,6,232
1784851928.2028515,192.168.8.138,4.145.79.82,6,54
1784851928.2667894,192.168.8.138,125.214.166.83,6,208
1784851928.33818,192.168.8.138,140.248.129.91,6,374
1784851928.3540428,192.168.8.138,140.82.112.26,6,1454
1784851928.5089402,192.168.8.138,72.145.35.100,6,269
1784851928.5089402,192.168.8.138,192.168.8.255,17,110
1784851928.5099466,192.168.8.138,192.168.8.255,17,110
1784851928.5099466,192.168.8.138,192.168.8.255,17,110
1784851928.5882523,192.168.8.138,140.248.129.91,6,357
1784851928.5887597,192.168.8.138,20.205.243.166,6,511
1784851928.740115,72.145.35.100,192.168.8.138,6,1454
1784851928.741116,72.145.35.100,192.168.8.138,6,1077
1784851928.741116,192.168.8.138,72.145.35.100,6,54
1784851928.7488437,192.168.8.138,98.70.192.224,6,66
1784851928.7493732,192.168.8.138,239.255.255.250,17,212
1784851928.7557943,192.168.8.138,72.145.35.100,6,212
1784851928.770668,192.168.8.138,224.0.0.251,17,371
1784851928.860512,98.70.192.224,192.168.8.138,6,66
1784851928.8617966,192.168.8.138,98.70.192.224,6,54
1784851928.868474,192.168.8.138,98.70.192.224,6,506
1784851928.965046,72.145.35.100,192.168.8.138,6,105
1784851928.9783943,192.168.8.138,72.145.35.100,6,375
1784851928.991169,98.70.192.224,192.168.8.138,6,1454
1784851928.992171,98.70.192.224,192.168.8.138,6,1454
1784851928.993007,98.70.192.224,192.168.8.138,6,1454
1784851928.993007,98.70.192.224,192.168.8.138,6,1454
1784851928.993007,98.70.192.224,192.168.8.138,6,1454
1784851928.993007,98.70.192.224,192.168.8.138,6,1454
1784851928.993007,192.168.8.138,98.70.192.224,6,54
1784851928.993007,98.70.192.224,192.168.8.138,6,754
1784851929.0137663,192.168.8.138,98.70.192.224,6,134
1784851929.0137663,192.168.8.138,98.70.192.224,6,1454
1784851929.0137663,192.168.8.138,98.70.192.224,6,499
1784851929.0137663,192.168.8.138,98.70.192.224,6,1162
1784851929.092879,192.168.8.138,140.82.112.26,6,1454
1784851929.1245034,98.70.192.224,192.168.8.138,6,157
1784851929.134169,98.70.192.224,192.168.8.138,6,145
1784851929.1351693,192.168.8.138,98.70.192.224,6,54
1784851929.1361701,192.168.8.138,98.70.192.224,6,168
1784851929.145824,98.70.192.224,192.168.8.138,6,54
1784851929.145824,192.168.8.138,98.70.192.224,6,54
1784851929.1943011,72.145.35.100,192.168.8.138,6,768
1784851929.2365394,192.168.8.138,72.145.35.100,6,54
1784851929.2375937,192.168.8.138,23.37.85.180,6,66
1784851929.2493722,98.70.192.224,192.168.8.138,6,157
1784851929.2689078,192.168.8.138,224.0.0.2,2,46
1784851929.2704723,192.168.8.138,224.0.0.2,2,46
1784851929.2852151,23.37.85.180,192.168.8.138,6,66
1784851929.2852151,192.168.8.138,23.37.85.180,6,54
1784851929.2896047,192.168.8.138,98.70.192.224,6,54
1784851929.2896047,192.168.8.138,23.37.85.180,6,271
1784851929.3087814,192.168.8.138,224.0.0.251,2,46
1784851929.316513,192.168.8.138,224.0.0.2,2,46
1784851929.3562913,23.37.85.180,192.168.8.138,6,1454
1784851929.3562913,23.37.85.180,192.168.8.138,6,1454
1784851929.35729,23.37.85.180,192.168.8.138,6,1350
1784851929.35729,23.37.85.180,192.168.8.138,6,1454
1784851929.3582902,192.168.8.138,23.37.85.180,6,54
1784851929.3582902,192.168.8.138,224.0.0.251,2,46
1784851929.3653884,23.37.85.180,192.168.8.138,6,54
1784851929.3653884,192.168.8.138,23.37.85.180,6,54
1784851929.3687665,192.168.8.138,224.0.0.252,2,46
1784851929.390045,192.168.8.138,224.0.0.2,2,46
1784851929.4054468,23.37.85.180,192.168.8.138,6,1454
1784851929.4064972,23.37.85.180,192.168.8.138,6,1454
1784851929.4064972,23.37.85.180,192.168.8.138,6,392
1784851929.4064972,192.168.8.138,23.37.85.180,6,54
1784851929.4074943,192.168.8.138,224.0.0.252,2,46
1784851929.4084923,192.168.8.138,224.0.0.252,17,75
1784851929.4178963,192.168.8.138,23.37.85.180,6,180
1784851929.4654684,192.168.8.138,20.42.73.31,6,66
1784851929.46812,192.168.8.138,125.214.166.83,6,208
1784851929.46812,23.37.85.180,192.168.8.138,6,360
1784851929.4800196,192.168.8.138,23.37.85.180,6,416
1784851929.540534,192.168.8.138,140.248.129.91,6,374
1784851929.5924828,23.37.85.180,192.168.8.138,6,54
1784851929.7203834,20.42.73.31,192.168.8.138,6,66
1784851929.7213836,192.168.8.138,20.42.73.31,6,54
1784851929.7213836,192.168.8.138,20.42.73.31,6,571
1784851929.7335649,23.37.85.180,192.168.8.138,6,1454
1784851929.7335649,23.37.85.180,192.168.8.138,6,90
1784851929.7335649,192.168.8.138,23.37.85.180,6,54
1784851929.7520182,192.168.8.138,239.255.255.250,17,212
1784851929.7955596,192.168.8.138,140.248.129.91,6,357
1784851929.7965646,192.168.8.138,20.205.243.166,6,511
1784851929.8173578,192.168.8.138,224.0.0.252,17,75
1784851929.8517184,192.168.8.138,224.0.0.251,2,46
1784851929.8547308,192.168.8.138,224.0.0.252,2,46
1784851929.860089,192.168.8.138,224.0.0.2,2,46
1784851929.8983345,192.168.8.138,224.0.0.251,2,46
1784851929.9068553,192.168.8.138,224.0.0.2,2,46
1784851929.9341233,192.168.8.138,224.0.0.251,2,46
1784851929.9790468,20.42.73.31,192.168.8.138,6,153
1784851929.9790468,192.168.8.138,20.42.73.31,6,491
1784851930.1117008,98.70.192.224,192.168.8.138,6,1102
1784851930.1225564,192.168.8.138,98.70.192.224,6,1454
1784851930.1225564,192.168.8.138,98.70.192.224,6,555
1784851930.1779048,192.168.8.138,239.255.255.250,17,179
1784851930.2343957,192.168.8.138,224.0.0.2,2,46
1784851930.2354133,192.168.8.138,224.0.0.252,2,46
1784851930.2363951,192.168.8.138,224.0.0.252,17,75
1784851930.2720115,98.70.192.224,192.168.8.138,6,54
1784851930.278018,20.42.73.31,192.168.8.138,6,1454
1784851930.278018,20.42.73.31,192.168.8.138,6,1454
1784851930.2795265,20.42.73.31,192.168.8.138,6,1454
1784851930.2795265,20.42.73.31,192.168.8.138,6,1454
1784851930.2795265,20.42.73.31,192.168.8.138,6,1091
1784851930.2805338,192.168.8.138,20.42.73.31,6,54
1784851930.2805338,192.168.8.138,20.42.73.31,6,1454
1784851930.2805338,192.168.8.138,20.42.73.31,6,1454
1784851930.2805338,192.168.8.138,20.42.73.31,6,1454
1784851930.281532,192.168.8.138,20.42.73.31,6,90
1784851930.2895072,192.168.8.138,72.145.35.100,6,66
1784851930.3500063,192.168.8.138,224.0.0.251,2,46
1784851930.3507779,192.168.8.138,224.0.0.252,2,46
1784851930.4551153,192.168.8.138,140.82.112.26,6,1454
1784851930.496588,72.145.35.100,192.168.8.138,6,66
1784851930.496588,192.168.8.138,72.145.35.100,6,54
1784851930.496588,192.168.8.138,72.145.35.100,6,269
1784851930.5444322,20.42.73.31,192.168.8.138,6,157
1784851930.5444322,20.42.73.31,192.168.8.138,6,519
