time,src,dst,protocol,length
1784851994.037601,192.168.8.138,140.248.129.91,6,55
1784851994.0876608,192.168.8.138,104.18.32.47,6,1454
1784851994.0956225,192.168.8.138,104.18.32.47,6,1454
1784851994.099493,4.145.11.36,192.168.8.138,6,157
1784851994.1010027,4.145.11.36,192.168.8.138,6,116
1784851994.1010027,192.168.8.138,4.145.11.36,6,54
1784851994.1021214,192.168.8.138,4.145.11.36,6,85
1784851994.1056597,4.145.11.36,192.168.8.138,6,54
1784851994.106675,192.168.8.138,4.145.11.36,6,54
1784851994.1119127,192.168.8.138,172.64.146.215,6,1454
1784851994.1203492,192.168.8.138,172.64.146.215,6,1454
1784851994.1379406,4.145.11.36,192.168.8.138,6,85
1784851994.1379406,4.145.11.36,192.168.8.138,6,89
1784851994.1379406,192.168.8.138,4.145.11.36,6,54
1784851994.1379406,192.168.8.138,4.145.11.36,6,66
1784851994.2049382,4.145.11.36,192.168.8.138,6,66
1784851994.2049382,192.168.8.138,4.145.11.36,6,54
1784851994.2118587,192.168.8.138,4.145.11.36,6,601
1784851994.2404761,4.145.11.36,192.168.8.138,6,54
1784851994.2850585,4.145.11.36,192.168.8.138,6,1454
1784851994.2855806,4.145.11.36,192.168.8.138,6,1454
1784851994.2866035,4.145.11.36,192.168.8.138,6,1454
1784851994.2866035,4.145.11.36,192.168.8.138,6,1454
1784851994.2876167,4.145.11.36,192.168.8.138,6,1454
1784851994.2876167,4.145.11.36,192.168.8.138,6,1454
1784851994.2876167,192.168.8.138,4.145.11.36,6,54
1784851994.2876167,4.145.11.36,192.168.8.138,6,754
1784851994.2901707,192.168.8.138,4.145.11.36,6,54
1784851994.2901707,192.168.8.138,4.145.11.36,6,134
1784851994.2901707,192.168.8.138,4.145.11.36,6,1454
1784851994.2901707,192.168.8.138,4.145.11.36,6,1137
1784851994.3082347,192.168.8.138,172.64.146.215,6,1454
1784851994.316405,192.168.8.138,34.107.243.93,6,55
1784851994.33877,192.168.8.138,140.82.112.26,6,55
1784851994.3665187,4.145.11.36,192.168.8.138,6,157
1784851994.3665187,192.168.8.138,4.145.11.36,6,54
1784851994.3788443,4.145.11.36,192.168.8.138,6,145
1784851994.3788443,192.168.8.138,4.145.11.36,6,54
1784851994.3905158,4.145.11.36,192.168.8.138,6,54
1784851994.3910298,192.168.8.138,4.145.11.36,6,54
1784851994.4062645,192.168.8.138,62.182.85.45,6,66
1784851994.42656,192.168.8.138,140.82.112.26,6,590
1784851994.4535303,192.168.8.138,4.145.11.36,6,54
1784851994.4535303,192.168.8.138,4.145.11.36,6,91
1784851994.4545844,192.168.8.138,4.145.11.36,6,95
1784851994.5250556,4.145.11.36,192.168.8.138,6,85
1784851994.5250556,192.168.8.138,4.145.11.36,6,54
1784851994.539483,4.145.11.36,192.168.8.138,6,54
1784851994.539483,192.168.8.138,4.145.11.36,6,54
1784851994.5795782,4.145.11.36,192.168.8.138,6,54
1784851994.5827997,4.145.11.36,192.168.8.138,6,452
1784851994.5827997,192.168.8.138,4.145.11.36,6,54
1784851994.5827997,62.182.85.45,192.168.8.138,6,66
1784851994.5870378,192.168.8.138,62.182.85.45,6,54
1784851994.5870378,192.168.8.138,62.182.85.45,6,1420
1784851994.6902618,192.168.8.138,104.18.32.47,6,1454
1784851994.7059288,192.168.8.138,104.18.32.47,6,1454
1784851994.7769716,192.168.8.138,104.18.32.47,6,55
1784851994.792727,62.182.85.45,192.168.8.138,6,54
1784851994.9074771,192.168.8.138,4.145.11.36,6,209
1784851994.9074771,192.168.8.138,4.145.11.36,6,470
1784851994.9074771,192.168.8.138,4.145.11.36,6,85
1784851994.9144676,192.168.8.138,172.64.146.215,6,1454
1784851994.9302013,192.168.8.138,140.248.129.91,6,55
1784851995.0061922,4.145.11.36,192.168.8.138,6,145
1784851995.0061922,192.168.8.138,4.145.11.36,6,54
1784851995.0061922,192.168.8.138,4.145.11.36,6,168
1784851995.0125554,4.145.11.36,192.168.8.138,6,54
1784851995.0135694,192.168.8.138,4.145.11.36,6,54
1784851995.045372,192.168.8.138,140.248.129.91,6,55
1784851995.084607,4.145.11.36,192.168.8.138,6,157
1784851995.084607,192.168.8.138,4.145.11.36,6,54
1784851995.113394,192.168.8.138,140.248.129.91,6,54
1784851995.3215563,192.168.8.138,34.107.243.93,6,55
1784851995.342421,192.168.8.138,140.82.112.26,6,55
1784851995.4903727,4.145.11.36,192.168.8.138,6,797
1784851995.4947932,192.168.8.138,4.145.11.36,6,54
1784851995.526283,192.168.8.138,4.145.11.36,6,54
1784851995.526283,192.168.8.138,4.145.11.36,6,54
1784851995.6261299,192.168.8.138,140.248.129.91,6,357
1784851995.643307,192.168.8.138,140.248.129.91,6,374
1784851995.783825,192.168.8.138,104.18.32.47,6,55
1784851995.8203785,192.168.8.138,140.248.129.91,6,357
1784851995.893766,192.168.8.138,104.18.32.47,6,1454
1784851995.9084992,192.168.8.138,104.18.32.47,6,1454
1784851995.940213,192.168.8.138,140.248.129.91,6,54
1784851995.9961753,192.168.8.138,140.248.129.91,6,55
1784851995.9961753,192.168.8.138,140.248.129.91,6,55
1784851996.04492,192.168.8.138,140.248.129.91,6,55
1784851996.0850027,192.168.8.138,104.18.32.47,6,1454
1784851996.1157002,192.168.8.138,172.64.146.215,6,1454
1784851996.1862116,192.168.8.138,172.64.146.215,6,1454
1784851996.3316908,192.168.8.138,34.107.243.93,6,55
1784851996.347808,192.168.8.138,140.82.112.26,6,55
1784851996.5170689,192.168.8.138,172.64.146.215,6,1454
1784851996.533193,192.168.8.138,172.64.146.215,6,1454
1784851996.7123795,192.168.8.138,104.18.32.47,6,55
1784851996.7281885,192.168.8.138,104.18.32.47,6,54
1784851996.7281885,192.168.8.138,104.18.32.47,6,66
1784851996.7537487,104.18.32.47,192.168.8.138,6,66
1784851996.757067,192.168.8.138,104.18.32.47,6,54
1784851996.7577724,192.168.8.138,104.18.32.47,6,1454
1784851996.7577724,192.168.8.138,104.18.32.47,6,548
1784851996.778172,192.168.8.138,172.64.146.215,6,55
1784851996.814421,192.168.8.138,104.18.32.47,6,1454
1784851997.0046835,192.168.8.138,140.248.129.91,6,55
1784851997.0066972,192.168.8.138,140.248.129.91,6,55
1784851997.0561361,192.168.8.138,140.248.129.91,6,55
1784851997.1136897,192.168.8.138,104.18.32.47,6,1454
1784851997.1720202,192.168.8.138,172.64.146.215,6,1454
1784851997.3346286,192.168.8.138,34.107.243.93,6,55
1784851997.3492095,192.168.8.138,140.82.112.26,6,54
1784851997.4849346,192.168.8.138,104.18.32.47,6,1454
1784851997.4869435,192.168.8.138,104.18.32.47,6,1454
1784851997.7174385,192.168.8.138,104.18.32.47,6,55
1784851997.7200005,192.168.8.138,104.18.32.47,6,1454
1784851997.7794476,192.168.8.138,172.64.146.215,6,55
1784851997.7952578,192.168.8.138,172.64.146.215,6,55
1784851998.0144436,192.168.8.138,140.248.129.91,6,55
1784851998.0144436,192.168.8.138,140.248.129.91,6,55
1784851998.0695326,192.168.8.138,140.248.129.91,6,55
1784851998.0824063,192.168.8.138,104.18.32.47,6,55
1784851998.0824063,192.168.8.138,104.18.32.47,6,55
1784851998.3093126,192.168.8.138,104.18.32.47,6,1454
1784851998.3232198,192.168.8.138,104.18.32.47,6,1454
1784851998.3465705,192.168.8.138,34.107.243.93,6,55
1784851998.3465705,192.168.8.138,172.64.146.215,6,1454
1784851998.522972,192.168.8.138,172.64.146.215,6,1454
1784851998.724951,192.168.8.138,104.18.32.47,6,55
1784851998.7799466,192.168.8.138,172.64.146.215,6,55
1784851998.8019872,192.168.8.138,172.64.146.215,6,55
1784851998.9245434,192.168.8.138,104.18.32.47,6,1454
1784851998.9403856,192.168.8.138,172.64.146.215,6,55
1784851999.016114,192.168.8.138,140.248.129.91,6,55
1784851999.0197976,192.168.8.138,140.248.129.91,6,55
1784851999.0745704,192.168.8.138,140.248.129.91,6,55
1784851999.091837,192.168.8.138,104.18.32.47,6,55
1784851999.091837,192.168.8.138,104.18.32.47,6,55
1784851999.350258,192.168.8.138,34.107.243.93,6,55
1784851999.72785,192.168.8.138,104.18.32.47,6,55
1784851999.7914653,192.168.8.138,172.64.146.215,6,55
1784851999.8093228,192.168.8.138,172.64.146.215,6,55
1784851999.948101,192.168.8.138,172.64.146.215,6,55
1784852000.0299575,192.168.8.138,140.248.129.91,6,55
1784852000.032794,192.168.8.138,140.248.129.91,6,55
1784852000.077374,192.168.8.138,140.248.129.91,6,55
1784852000.1002333,192.168.8.138,104.18.32.47,6,55
1784852000.1010292,192.168.8.138,104.18.32.47,6,55
1784852000.222413,192.168.8.138,140.248.129.91,6,54
1784852000.3616188,192.168.8.138,34.107.243.93,6,55
1784852000.6356666,192.168.8.138,140.248.129.91,6,357
1784852000.7406285,192.168.8.138,104.18.32.47,6,55
1784852000.8051162,192.168.8.138,172.64.146.215,6,55
1784852000.8107932,192.168.8.138,172.64.146.215,6,55
1784852000.9616587,192.168.8.138,172.64.146.215,6,55
1784852001.002068,192.168.8.138,140.248.129.91,6,55
1784852001.0370822,192.168.8.138,223.224.20.201,6,66
1784852001.038134,192.168.8.138,223.224.20.201,6,66
1784852001.038134,192.168.8.138,140.248.129.91,6,55
1784852001.0387743,192.168.8.138,140.248.129.91,6,55
1784852001.0580714,223.224.20.201,192.168.8.138,6,66
1784852001.0591743,223.224.20.201,192.168.8.138,6,66
1784852001.0591743,192.168.8.138,223.224.20.201,6,54
1784852001.0591743,192.168.8.138,223.224.20.201,6,54
1784852001.0591743,192.168.8.138,223.224.20.201,6,208
1784852001.061205,192.168.8.138,223.224.20.201,6,208
1784852001.1008275,192.168.8.138,104.18.32.47,6,55
1784852001.1021166,192.168.8.138,104.18.32.47,6,55
1784852001.301457,192.168.8.138,223.224.20.201,6,208
1784852001.3029811,192.168.8.138,223.224.20.201,6,208
1784852001.3171895,192.168.8.138,172.64.146.215,6,1454
1784852001.3283799,192.168.8.138,104.18.32.47,6,1454
1784852001.336219,192.168.8.138,172.64.146.215,6,1454
1784852001.3641977,192.168.8.138,34.107.243.93,6,54
1784852001.6113958,192.168.8.138,223.224.20.201,6,208
1784852001.6129649,192.168.8.138,223.224.20.201,6,208
1784852001.7517807,192.168.8.138,104.18.32.47,6,55
1784852001.805645,192.168.8.138,172.64.146.215,6,55
1784852001.8270507,192.168.8.138,172.64.146.215,6,55
1784852001.9191546,192.168.8.138,172.64.146.215,6,55
1784852001.9347386,192.168.8.138,172.64.146.215,6,55
1784852001.9687793,192.168.8.138,172.64.146.215,6,55
1784852002.0096602,192.168.8.138,140.248.129.91,6,55
1784852002.0432777,192.168.8.138,140.248.129.91,6,55
1784852002.0443418,192.168.8.138,140.248.129.91,6,55
1784852002.1027076,192.168.8.138,104.18.32.47,6,55
1784852002.1027076,192.168.8.138,104.18.32.47,6,55
1784852002.2196856,192.168.8.138,223.224.20.201,6,208
1784852002.22169,192.168.8.138,223.224.20.201,6,208
1784852002.7589543,192.168.8.138,104.18.32.47,6,55
1784852002.810229,192.168.8.138,172.64.146.215,6,55
1784852002.8279426,192.168.8.138,172.64.146.215,6,55
1784852002.9254107,192.168.8.138,172.64.146.215,6,55
1784852002.943111,192.168.8.138,172.64.146.215,6,55
1784852002.9731395,192.168.8.138,172.64.146.215,6,55
1784852003.0159094,192.168.8.138,140.248.129.91,6,55
1784852003.0488012,192.168.8.138,140.248.129.91,6,55
1784852003.0500991,192.168.8.138,140.248.129.91,6,55
1784852003.116287,192.168.8.138,104.18.32.47,6,1454
1784852003.116287,192.168.8.138,104.18.32.47,6,55
1784852003.116287,192.168.8.138,104.18.32.47,6,55
1784852003.132356,192.168.8.138,104.18.32.47,6,1454
1784852003.3370583,192.168.8.138,172.64.146.215,6,1454
1784852003.421979,192.168.8.138,223.224.20.201,6,208
1784852003.423005,192.168.8.138,223.224.20.201,6,208
1784852003.7344272,192.168.8.138,104.18.32.47,6,55
1784852003.736785,192.168.8.138,104.18.32.47,6,55
1784852003.7643242,192.168.8.138,104.18.32.47,6,55
1784852003.8215625,192.168.8.138,172.64.146.215,6,55
1784852003.838109,192.168.8.138,172.64.146.215,6,55
1784852003.9301696,192.168.8.138,172.64.146.215,6,55
1784852003.9466677,192.168.8.138,172.64.146.215,6,55
1784852003.9580116,192.168.8.138,172.64.146.215,6,55
1784852003.9803379,192.168.8.138,172.64.146.215,6,55
1784852004.0206103,192.168.8.138,140.248.129.91,6,55
1784852004.048976,192.168.8.138,140.248.129.91,6,55
1784852004.048976,192.168.8.138,140.248.129.91,6,55
1784852004.1167364,192.168.8.138,104.18.32.47,6,55
1784852004.1167364,192.168.8.138,104.18.32.47,6,55
1784852004.7344368,192.168.8.138,104.18.32.47,6,55
1784852004.7377715,192.168.8.138,104.18.32.47,6,55
1784852004.770552,192.168.8.138,104.18.32.47,6,55
1784852004.8268824,192.168.8.138,172.64.146.215,6,55
1784852004.8401437,192.168.8.138,172.64.146.215,6,55
1784852004.9359372,192.168.8.138,172.64.146.215,6,55
1784852004.9519837,192.168.8.138,172.64.146.215,6,55
1784852004.9600906,192.168.8.138,172.64.146.215,6,55
1784852004.9845662,192.168.8.138,172.64.146.215,6,55
1784852005.0350177,192.168.8.138,140.248.129.91,6,55
1784852005.0540562,192.168.8.138,140.248.129.91,6,55
1784852005.0540562,192.168.8.138,140.248.129.91,6,55
1784852005.1189148,192.168.8.138,104.18.32.47,6,55
1784852005.1215088,192.168.8.138,104.18.32.47,6,55
1784852005.230101,192.168.8.138,140.248.129.91,6,54
1784852005.2442532,192.168.8.138,140.248.129.91,6,54
1784852005.247535,192.168.8.138,140.248.129.91,6,66
1784852005.3144565,140.248.129.91,192.168.8.138,6,66
1784852005.3144565,192.168.8.138,140.248.129.91,6,54
1784852005.3144565,192.168.8.138,140.248.129.91,6,374
1784852005.631558,192.168.8.138,140.248.129.91,6,374
1784852005.6871789,192.168.8.138,104.18.32.47,6,54
1784852005.6871789,192.168.8.138,104.18.32.47,6,66
1784852005.715944,104.18.32.47,192.168.8.138,6,66
1784852005.715944,192.168.8.138,104.18.32.47,6,54
1784852005.715944,192.168.8.138,104.18.32.47,6,1454
1784852005.7179518,192.168.8.138,104.18.32.47,6,537
1784852005.7420948,192.168.8.138,104.18.32.47,6,55
1784852005.7431118,192.168.8.138,104.18.32.47,6,55
1784852005.7836723,192.168.8.138,104.18.32.47,6,1454
1784852005.7906952,192.168.8.138,172.64.146.215,6,54
1784852005.7912068,192.168.8.138,104.18.41.41,6,66
1784852005.8131144,104.18.41.41,192.168.8.138,6,66
1784852005.816913,192.168.8.138,104.18.41.41,6,54
1784852005.8184934,192.168.8.138,104.18.41.41,6,1454
1784852005.819493,192.168.8.138,104.18.41.41,6,542
1784852005.8236773,192.168.8.138,223.224.20.201,6,208
1784852005.825226,192.168.8.138,223.224.20.201,6,208
1784852005.8409088,192.168.8.138,172.64.146.215,6,55
1784852005.8727813,192.168.8.138,104.18.41.41,6,1454
1784852005.9458582,192.168.8.138,172.64.146.215,6,55
1784852005.948907,192.168.8.138,140.248.129.91,6,374
1784852005.9619386,192.168.8.138,172.64.146.215,6,55
1784852005.9619386,192.168.8.138,172.64.146.215,6,55
1784852005.9843268,192.168.8.138,172.64.146.215,6,55
1784852006.033981,192.168.8.138,140.248.129.91,6,55
1784852006.0924346,192.168.8.138,104.18.32.47,6,1454
1784852006.123527,192.168.8.138,104.18.32.47,6,55
1784852006.123527,192.168.8.138,104.18.32.47,6,55
1784852006.12906,192.168.8.138,104.18.32.47,6,1454
1784852006.1726923,192.168.8.138,104.18.41.41,6,1454
1784852006.5511167,192.168.8.138,140.248.129.91,6,374
1784852006.7062063,192.168.8.138,104.18.32.47,6,1454
1784852006.7584739,192.168.8.138,104.18.32.47,6,55
1784852006.7584739,192.168.8.138,104.18.32.47,6,55
1784852006.7584739,192.168.8.138,104.18.32.47,6,55
1784852006.7784133,192.168.8.138,104.18.41.41,6,1454
1784852006.779962,192.168.8.138,172.64.146.215,6,54
1784852006.780632,192.168.8.138,104.18.41.41,6,66
1784852006.8229802,104.18.41.41,192.168.8.138,6,66
1784852006.82449,192.168.8.138,104.18.41.41,6,54
1784852006.8254142,192.168.8.138,104.18.41.41,6,1454
1784852006.8254142,192.168.8.138,104.18.41.41,6,553
1784852006.9200988,192.168.8.138,104.18.41.41,6,1454
1784852006.9474661,192.168.8.138,172.64.146.215,6,55
1784852006.9623086,192.168.8.138,172.64.146.215,6,55
1784852006.9623086,192.168.8.138,172.64.146.215,6,55
1784852006.9896374,192.168.8.138,172.64.146.215,6,55
1784852007.0501087,192.168.8.138,140.248.129.91,6,55
1784852007.0863519,192.168.8.138,104.18.32.47,6,54
1784852007.0876775,192.168.8.138,104.18.32.47,6,54
1784852007.088677,192.168.8.138,172.64.155.209,6,66
1784852007.088677,192.168.8.138,172.64.155.209,6,66
1784852007.1069405,172.64.155.209,192.168.8.138,6,66
1784852007.1114519,172.64.155.209,192.168.8.138,6,66
1784852007.1114519,192.168.8.138,172.64.155.209,6,54
1784852007.1114519,192.168.8.138,172.64.155.209,6,54
1784852007.1114519,192.168.8.138,172.64.155.209,6,1454
1784852007.1114519,192.168.8.138,172.64.155.209,6,548
1784852007.1138272,192.168.8.138,172.64.155.209,6,1454
1784852007.1138272,192.168.8.138,172.64.155.209,6,537
1784852007.1601512,192.168.8.138,172.64.155.209,6,1454
1784852007.1601512,192.168.8.138,172.64.155.209,6,1454
1784852007.2229588,192.168.8.138,104.18.41.41,6,1454
1784852007.4655735,192.168.8.138,172.64.155.209,6,1454
1784852007.4655735,192.168.8.138,172.64.155.209,6,1454
1784852007.7627497,192.168.8.138,140.248.129.91,6,374
1784852007.7647755,192.168.8.138,104.18.32.47,6,55
1784852007.766636,192.168.8.138,104.18.32.47,6,55
1784852007.766636,192.168.8.138,104.18.32.47,6,55
1784852007.824887,192.168.8.138,104.18.41.41,6,1454
1784852007.920492,192.168.8.138,104.18.32.47,6,1454
1784852007.9536712,192.168.8.138,172.64.146.215,6,54
1784852007.9536712,192.168.8.138,172.64.146.215,6,55
1784852007.9536712,192.168.8.138,104.18.41.41,6,66
1784852007.969002,192.168.8.138,172.64.146.215,6,55
1784852007.969002,192.168.8.138,172.64.146.215,6,55
1784852007.9891338,192.168.8.138,104.18.41.41,6,590
1784852007.9922023,104.18.41.41,192.168.8.138,6,66
1784852007.9922023,192.168.8.138,104.18.41.41,6,54
1784852007.9922023,192.168.8.138,104.18.41.41,6,1454
1784852007.9922023,192.168.8.138,104.18.41.41,6,542
1784852008.055707,192.168.8.138,140.248.129.91,6,55
1784852008.0730903,192.168.8.138,172.64.155.209,6,1454
1784852008.0730903,192.168.8.138,172.64.155.209,6,1454
1784852008.076001,192.168.8.138,104.18.41.41,6,1454
1784852008.3844254,192.168.8.138,104.18.41.41,6,1454
1784852008.7690744,192.168.8.138,104.18.32.47,6,55
1784852008.7690744,192.168.8.138,104.18.32.47,6,55
1784852008.7690744,192.168.8.138,104.18.32.47,6,55
1784852008.9347305,34.107.243.93,192.168.8.138,6,54
1784852008.960778,192.168.8.138,172.64.146.215,6,55
1784852008.975565,192.168.8.138,172.64.146.215,6,55
1784852008.975565,192.168.8.138,172.64.146.215,6,55
1784852008.984479,192.168.8.138,104.18.41.41,6,1454
1784852009.0290744,192.168.8.138,104.18.41.41,6,590
1784852009.0578997,192.168.8.138,140.248.129.91,6,55
1784852009.2031388,192.168.8.138,104.18.41.41,6,590
1784852009.277207,192.168.8.138,172.64.155.209,6,590
1784852009.277207,192.168.8.138,172.64.155.209,6,590
1784852009.779091,192.168.8.138,104.18.32.47,6,55
1784852009.779091,192.168.8.138,104.18.32.47,6,55
1784852009.779091,192.168.8.138,104.18.32.47,6,55
1784852009.9607923,192.168.8.138,172.64.146.215,6,55
1784852009.9779575,192.168.8.138,172.64.146.215,6,55
1784852009.9779575,192.168.8.138,172.64.146.215,6,55
1784852010.0693274,192.168.8.138,140.248.129.91,6,55
1784852010.1748168,192.168.8.138,140.248.129.91,6,374
1784852010.190927,192.168.8.138,104.18.41.41,6,590
1784852010.2287462,192.168.8.138,104.18.41.41,6,590
1784852010.245646,192.168.8.138,140.248.129.91,6,54
1784852010.3307562,192.168.8.138,104.18.32.47,6,1454
1784852010.406671,192.168.8.138,104.18.41.41,6,1454
1784852010.482649,192.168.8.138,172.64.155.209,6,590
1784852010.482649,192.168.8.138,172.64.155.209,6,590
1784852010.6404018,192.168.8.138,223.224.20.201,6,208
1784852010.6409333,192.168.8.138,223.224.20.201,6,208
1784852010.7915146,192.168.8.138,104.18.32.47,6,55
1784852010.7915146,192.168.8.138,104.18.32.47,6,55
1784852010.7915146,192.168.8.138,104.18.32.47,6,55
1784852010.9288104,192.168.8.138,172.64.146.215,6,54
1784852010.9303303,192.168.8.138,104.18.41.41,6,66
1784852010.9458857,192.168.8.138,172.64.146.215,6,54
1784852010.9477158,192.168.8.138,104.18.41.41,6,66
1784852010.9801333,192.168.8.138,172.64.146.215,6,55
1784852010.9847136,104.18.41.41,192.168.8.138,6,66
1784852010.9847136,192.168.8.138,104.18.41.41,6,54
1784852010.9847136,192.168.8.138,104.18.41.41,6,1454
1784852010.986043,192.168.8.138,104.18.41.41,6,542
1784852010.9980192,104.18.41.41,192.168.8.138,6,66
1784852010.9985504,192.168.8.138,104.18.41.41,6,54
1784852010.9996958,192.168.8.138,104.18.41.41,6,1454
1784852011.0001876,192.168.8.138,104.18.41.41,6,542
1784852011.0738485,192.168.8.138,104.18.41.41,6,1454
1784852011.1491635,192.168.8.138,104.18.41.41,6,1454
1784852011.3740644,192.168.8.138,104.18.41.41,6,1454
1784852011.3960936,192.168.8.138,104.18.41.41,6,590
1784852011.4397237,192.168.8.138,104.18.41.41,6,1454
1784852011.4622805,192.168.8.138,104.18.41.41,6,1454
1784852011.6959312,192.168.8.138,172.64.155.209,6,1454
1784852011.6959312,192.168.8.138,172.64.155.209,6,1454
1784852011.8053002,192.168.8.138,104.18.32.47,6,55
1784852011.8079875,192.168.8.138,104.18.32.47,6,55
1784852011.8087866,192.168.8.138,104.18.32.47,6,55
1784852011.9867337,192.168.8.138,104.18.41.41,6,1454
1784852011.9867337,192.168.8.138,172.64.146.215,6,55
1784852012.0656424,192.168.8.138,104.18.41.41,6,1454
1784852012.600933,192.168.8.138,104.18.41.41,6,1454
1784852012.7248816,192.168.8.138,104.18.32.47,6,54
1784852012.7248816,192.168.8.138,172.64.155.209,6,66
1784852012.740996,192.168.8.138,104.18.32.47,6,54
1784852012.7427247,192.168.8.138,172.64.155.209,6,66
1784852012.7831998,172.64.155.209,192.168.8.138,6,66
1784852012.7831998,172.64.155.209,192.168.8.138,6,66
1784852012.7831998,192.168.8.138,172.64.155.209,6,54
1784852012.7875338,192.168.8.138,172.64.155.209,6,54
1784852012.7875338,192.168.8.138,172.64.155.209,6,1454
1784852012.7875338,192.168.8.138,172.64.155.209,6,548
1784852012.7875338,192.168.8.138,172.64.155.209,6,1454
1784852012.7875338,192.168.8.138,172.64.155.209,6,537
1784852012.8105648,192.168.8.138,104.18.41.41,6,1454
1784852012.8105648,192.168.8.138,104.18.32.47,6,55
1784852012.8712978,192.168.8.138,172.64.155.209,6,1454
1784852012.9004457,192.168.8.138,172.64.155.209,6,1454
1784852012.9429033,192.168.8.138,172.64.146.215,6,54
1784852012.9429033,192.168.8.138,104.18.41.41,6,66
1784852012.9688716,104.18.41.41,192.168.8.138,6,66
1784852012.9693725,192.168.8.138,104.18.41.41,6,54
1784852012.9693725,192.168.8.138,104.18.41.41,6,1454
1784852012.9693725,192.168.8.138,104.18.41.41,6,542
1784852013.0196667,192.168.8.138,104.18.41.41,6,1454
1784852013.1854658,192.168.8.138,172.64.155.209,6,1454
1784852013.2013388,192.168.8.138,104.18.41.41,6,1454
1784852013.2013388,192.168.8.138,172.64.155.209,6,1454
1784852013.279391,192.168.8.138,104.18.41.41,6,1454
1784852013.3322072,192.168.8.138,104.18.41.41,6,1454
1784852013.7939684,192.168.8.138,172.64.155.209,6,1454
1784852013.811023,192.168.8.138,172.64.155.209,6,1454
1784852013.815761,192.168.8.138,104.18.32.47,6,55
1784852013.8550339,192.168.8.138,104.18.41.41,6,1454
1784852013.937923,192.168.8.138,104.18.41.41,6,1454
1784852014.1086922,192.168.8.138,172.64.155.209,6,1454
1784852014.1117394,192.168.8.138,172.64.155.209,6,1454
1784852014.2083094,192.168.8.138,140.82.112.26,6,66
1784852014.4446933,140.82.112.26,192.168.8.138,6,66
1784852014.4446933,192.168.8.138,140.82.112.26,6,54
1784852014.4446933,192.168.8.138,140.82.112.26,6,1454
1784852014.4446933,192.168.8.138,140.82.112.26,6,553
1784852014.8276794,192.168.8.138,104.18.32.47,6,55
1784852014.9186199,192.168.8.138,140.82.112.26,6,1454
1784852014.983203,192.168.8.138,140.248.129.91,6,374
1784852014.999121,192.168.8.138,172.64.155.209,6,1454
1784852015.009924,192.168.8.138,104.18.41.41,6,1454
1784852015.0241828,192.168.8.138,172.64.155.209,6,1454
1784852015.1363502,192.168.8.138,104.18.32.47,6,1454
1784852015.1517115,192.168.8.138,104.18.41.41,6,1454
1784852015.1827052,192.168.8.138,62.182.85.45,6,54
1784852015.3290298,192.168.8.138,140.248.129.91,6,55
1784852015.609407,192.168.8.138,104.18.41.41,6,1454
1784852015.6864684,192.168.8.138,104.18.41.41,6,1454
1784852015.6880872,192.168.8.138,140.82.112.26,6,1454
1784852015.7172651,192.168.8.138,104.18.32.47,6,55
1784852015.7241535,192.168.8.138,62.182.85.45,6,54
1784852015.7296376,192.168.8.138,104.18.32.47,6,54
1784852015.7318418,192.168.8.138,172.64.155.209,6,66
1784852015.7525597,172.64.155.209,192.168.8.138,6,66
1784852015.7525597,192.168.8.138,172.64.155.209,6,54
1784852015.755905,192.168.8.138,172.64.155.209,6,1454
1784852015.7569575,192.168.8.138,172.64.155.209,6,537
1784852015.8099475,192.168.8.138,172.64.155.209,6,1454
1784852015.8184812,192.168.8.138,104.18.41.41,6,55
1784852015.9137611,62.182.85.45,192.168.8.138,6,66
1784852016.124879,192.168.8.138,172.64.155.209,6,1454
1784852016.3363466,192.168.8.138,140.248.129.91,6,55
1784852016.7320318,192.168.8.138,172.64.155.209,6,1454
1784852016.7320318,192.168.8.138,104.18.32.47,6,55
1784852016.818167,192.168.8.138,104.18.41.41,6,55
1784852016.8329747,192.168.8.138,104.18.41.41,6,55
1784852017.1160846,192.168.8.138,172.64.155.209,6,55
1784852017.1160846,192.168.8.138,172.64.155.209,6,55
1784852017.1160846,192.168.8.138,140.82.112.26,6,1454
1784852017.3357947,192.168.8.138,140.248.129.91,6,55
1784852017.4141412,192.168.8.138,172.64.155.209,6,1454
1784852017.4299567,192.168.8.138,172.64.155.209,6,1454
1784852017.5661411,192.168.8.138,104.18.41.41,6,1454
1784852017.620367,192.168.8.138,104.18.41.41,6,1454
1784852017.7377298,192.168.8.138,104.18.32.47,6,55
1784852017.8321135,192.168.8.138,104.18.41.41,6,55
1784852017.8483229,192.168.8.138,104.18.41.41,6,55
1784852017.9456873,192.168.8.138,172.64.155.209,6,1454
1784852017.9941652,192.168.8.138,104.18.41.41,6,55
1784852018.1213381,192.168.8.138,172.64.155.209,6,55
1784852018.1213381,192.168.8.138,172.64.155.209,6,55
1784852018.3413389,192.168.8.138,140.248.129.91,6,55
1784852018.6627603,192.168.8.138,104.18.41.41,6,1454
1784852018.739282,192.168.8.138,104.18.32.47,6,55
1784852018.8466547,192.168.8.138,104.18.41.41,6,55
1784852018.8611917,192.168.8.138,104.18.41.41,6,55
1784852018.9160092,192.168.8.138,172.64.155.209,6,1454
1784852018.9160092,192.168.8.138,172.64.155.209,6,1454
1784852018.995904,192.168.8.138,104.18.41.41,6,55
1784852019.1346307,192.168.8.138,172.64.155.209,6,55
1784852019.1346307,192.168.8.138,172.64.155.209,6,55
